Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20
,Tanzania,-6.369,34.8888,72,31,9,24,35,67,70,39,76,96,85,90,54,63,86,84,51,65,59,27,36,60,70,64,94,56,81,92,74,69,51,92,93,91,72,89,86,16,4,10,27,56,91,88,95,54,45,31,25,9,37,73,43,19,62,90,81,91,93,28,73,86,72,91,38,65,77,56,81,77,81,90,90,85,48,85,92,91,94,15,15,14,57,19,26,56
,Thailand,15.0,101.0,5,6,0,9,6,2,5,2,3,3,10,13,10,8,3,6,6,6,3,6,5,5,7,11,13,16,5,6,9,5,7,7,5,3,15,8,12,18,3,5,9,9,5,13,11,5,5,2,7,5,3,5,5,6,2,6,4,2,4,20,26,53,44,70,76,88,32,5,6,3,7,7,9,16,78,16,16,22,3,17,11,9,9,12,11,9
,Togo,8.6195,0.8248,4,5,3,6,4,0,5,3,1,4,35,17,10,0,1,3,5,3,1,2,5,2,3,2,3,3,5,3,5,2,5,4,3,4,5,3,1,2,3,5,6,3,4,1,1,2,1,5,9,2,6,6,6,4,3,4,1,8,8,6,11,30,40,18,14,19,14,19,54,37,67,12,49,67,5,8,10,15,39,18,30,74,73,83,62,19
,Trinidad and Tobago,10.6918,-61.2225,12,17,25,48,15,55,43,26,28,64,63,32,55,66,74,89,71,38,46,81,49,18,5,4,61,28,18,10,38,50,21,23,31,17,6,20,22,23,24,59,49,19,41,45,40,46,21,28,54,56,50,18,31,12,40,59,13,12,10,8,11,7,22,19,36,31,17,14,4,18,12,8,10,5,16,81,68,9,16,15,24,68,23,19,26,11
,Tunisia,34.0,9.0,5,5,2,7,4,0,9,6,19,50,18,51,33,0,2,3,6,2,1,4,3,3,4,6,3,11,6,1,7,7,6,5,3,4,5,6,3,3,2,4,3,2,1,5,3,5,7,4,6,2,3,4,5,5,2,1,1,2,2,1,1,7,5,1,1,1,11,2,2,14,6,2,0,2,5,1,21,7,2,22,17,3,3,44,94,1
,Turkey,38.9637,35.2433,79,41,3,53,30,0,11,24,15,5,3,9,8,0,2,4,6,10,4,25,20,4,9,16,1,3,4,40,44,84,67,51,12,12,95,20,82,80,50,22,16,30,97,92,5,7,13,10,10,7,23,60,41,10,10,50,1,1,12,59,18,2,2,1,1,16,1,1,0,3,1,12,45,23,72,97,57,39,37,78,13,1,2,43,51,7
,Uganda,1.0,32.0,4,13,3,16,25,32,13,31,11,18,9,11,19,0,2,6,20,10,0,3,3,1,5,4,4,25,46,61,82,38,66,70,15,32,71,73,59,6,2,6,5,4,7,8,13,20,21,25,39,33,40,21,14,10,14,9,11,23,38,25,36,38,17,54,35,22,43,67,87,33,47,50,67,27,35,74,55,85,62,44,81,85,52,69,94,75
,Ukraine,48.3794,31.1656,52,15,1,17,55,39,9,2,17,27,22,5,2,0,2,9,6,5,2,5,13,12,36,3,4,9,10,11,82,42,54,53,55,92,56,98,8,26,8,4,55,97,87,54,8,14,8,6,9,10,11,16,4,22,89,10,8,50,60,8,5,19,11,4,5,5,4,39,61,3,21,5,86,67,11,1,4,3,2,4,94,87,2,1,5,2
,United Arab Emirates,24.0,54.0,4,7,1,8,5,11,8,2,44,99,97,9,11,1,15,3,4,4,0,3,6,2,5,28,5,8,13,2,9,4,4,8,7,3,7,5,4,5,3,6,7,8,3,7,6,6,5,2,7,3,4,6,11,9,3,3,3,2,4,2,5,3,6,1,3,2,2,3,5,4,3,2,2,0,1,1,4,3,14,2,61,51,3,1,1,3
Bermuda,United Kingdom,32.3078,-64.7505,20,42,12,5,14,47,12,10,43,8,9,14,7,9,6,34,84,90,33,14,97,56,84,90,63,40,34,76,96,34,69,35,46,98,20,12,11,8,20,85,51,8,25,17,20,17,97,60,47,14,13,74,93,94,48,13,10,12,59,79,65,83,17,8,14,33,57,93,75,12,6,13,16,11,9,40,46,12,8,16,10,7,27,88,15,89
Cayman Islands,United Kingdom,19.3133,-81.2546,6,14,55,24,31,50,18,10,21,45,38,17,16,41,31,26,35,45,14,72,60,63,15,7,9,11,21,14,10,13,12,8,35,28,14,64,25,19,16,22,16,13,19,24,14,17,20,16,10,9,13,19,28,24,36,24,14,37,12,34,14,12,27,15,14,6,26,40,19,25,28,15,16,14,13,19,11,11,14,14,18,14,22,12,8,9
Channel Islands,United Kingdom,49.3723,-2.3644,35,18,44,13,9,39,26,89,89,21,9,33,97,99,97,88,74,19,1,2,8,2,5,9,14,94,94,86,39,81,83,89,97,93,24,10,3,23,79,82,87,80,83,94,9,93,99,80,74,79,82,10,27,53,84,76,64,86,93,93,84,87,65,95,99,70,15,85,92,57,71,36,85,74,72,8,4,3,12,61,23,18,8,4,3,3
Gibraltar,United Kingdom,36.1408,-5.3536,11,10,2,14,15,3,14,5,4,7,12,11,4,1,3,6,8,66,50,94,69,97,100,100,100,21,7,3,9,6,7,8,4,5,5,10,11,34,36,9,8,4,9,20,6,7,8,7,21,33,11,17,11,7,4,8,4,2,3,5,28,33,3,2,5,2,1,4,4,2,6,6,2,6,30,10,93,78,19,92,99,99,74,95,66,7
Isle of Man,United Kingdom,54.2361,-4.5481,20,86,63,20,17,89,87,20,89,66,96,77,86,81,22,88,53,14,2,3,23,37,19,25,38,87,88,56,61,49,72,39,92,61,52,11,6,59,91,99,73,67,41,88,91,90,90,54,83,95,95,92,83,89,87,76,70,48,89,94,55,36,72,57,23,60,74,88,95,80,89,62,17,92,65,42,97,60,17,15,10,7,3,3,11,7
Montserrat,United Kingdom,16.7425,-62.1874,53,32,43,14,24,37,25,30,48,50,32,54,76,69,97,77,25,28,60,61,47,70,35,27,57,51,80,62,16,15,21,11,15,22,17,16,30,18,42,37,50,46,49,52,44,68,75,49,46,28,38,20,26,33,17,20,26,44,7,11,13,13,10,24,25,11,23,46,12,16,34,28,34,34,38,43,9,10,24,27,61,66,99,78,93,18
,United Kingdom,55.3781,-3.4360000000000004,28,94,49,61,40,91,97,50,81,82,99,57,79,88,54,84,47,13,1,6,30,24,22,27,41,89,86,75,84,60,80,82,94,89,47,20,6,47,98,99,92,93,63,76,90,91,91,94,86,90,97,96,95,79,80,82,49,60,86,93,86,59,51,41,12,45,93,93,91,78,96,94,55,94,80,80,99,35,24,15,10,3,3,4,13,15
,Uruguay,-32.5228,-55.7658,88,41,10,4,11,5,23,6,2,17,45,8,5,4,32,93,7,6,3,9,80,93,43,6,7,2,7,6,4,65,84,15,5,3,5,6,17,20,11,66,4,6,3,8,7,90,11,15,76,87,3,6,8,7,3,3,5,3,2,4,9,3,5,4,3,4,2,3,4,11,42,8,23,7,64,67,1,56,99,4,6,4,2,2,5,7
,US,37.0902,-95.7129,3,4,11,11,7,5,2,6,2,21,94,41,10,10,13,12,24,93,26,5,7,6,92,63,24,17,13,12,87,56,13,14,4,8,9,56,46,8,8,7,74,36,24,95,6,5,6,11,35,19,14,34,5,4,95,96,79,25,9,5,2,19,15,5,3,3,5,1,67,97,9,67,12,14,93,16,81,57,97,97,7,7,93,12,94,9
,Uzbekistan,41.3775,64.5853,8,11,28,63,6,3,9,3,2,5,5,5,8,0,26,22,3,2,9,10,10,3,9,84,73,6,43,0,5,4,5,4,13,91,17,5,2,3,1,26,53,6,88,12,7,72,9,6,14,3,2,32,37,5,4,6,90,3,3,1,3,3,5,1,1,4,1,5,4,1,1,3,1,1,3,1,1,2,1,25,18,2,3,1,1,0
,Venezuela,6.4238,-66.5897,16,15,9,5,11,8,4,9,7,13,12,15,10,9,37,72,74,42,46,35,68,32,12,16,6,4,15,47,28,12,42,50,21,25,14,13,14,15,14,9,8,13,37,44,17,54,7,8,14,34,17,9,34,32,65,55,21,12,5,11,27,36,11,7,5,7,28,47,28,11,9,23,50,77,77,26,11,10,11,24,24,12,30,59,49,15
,Vietnam,16.0,108.0,97,84,70,42,37,8,19,49,37,11,19,31,54,11,11,10,27,7,40,20,8,3,10,14,17,61,68,87,99,81,32,56,10,7,24,26,9,8,47,83,86,62,14,23,17,4,30,70,81,66,52,54,59,45,5,9,27,21,21,15,11,20,15,54,75,43,8,8,11,38,65,23,16,22,43,42,11,17,47,39,22,12,12,8,17,31
,Zambia,-15.4167,28.2833,78,57,73,62,69,60,77,69,76,79,83,79,81,76,89,83,83,80,50,54,74,50,14,14,7,8,10,63,28,77,79,42,20,33,57,77,81,95,93,92,92,81,72,75,78,77,78,66,57,48,56,40,38,75,91,63,13,13,66,65,27,14,65,86,45,19,14,15,24,30,14,13,62,27,68,85,78,26,37,10,40,44,10,6,10,32
,Zimbabwe,-20.0,30.0,22,12,2,8,7,0,30,54,32,59,89,84,67,70,77,68,61,72,95,87,32,6,2,7,3,5,28,52,13,10,8,7,7,6,38,46,60,60,91,94,96,99,97,73,28,59,64,47,27,14,8,12,14,68,87,21,5,4,3,56,27,13,73,30,30,10,27,23,11,4,12,11,22,20,9,13,77,14,3,3,2,3,6,4,8,7
Diamond Princess,Canada,0.0,0.0,43,83,62,15,8,34,82,48,54,89,75,23,15,39,64,79,75,39,43,45,81,81,52,20,22,76,45,85,56,38,10,10,8,16,23,45,32,74,77,69,94,75,75,49,25,33,31,35,19,52,89,87,82,56,42,59,44,72,88,54,82,71,17,8,15,14,97,66,32,17,40,16,81,98,97,88,57,93,80,20,15,57,97,99,92,13
,Dominica,15.415,-61.371,18,20,48,48,64,62,40,27,38,45,45,62,72,77,89,64,28,36,61,26,18,39,65,35,25,27,30,16,13,18,19,15,19,28,20,21,22,30,38,72,70,34,56,61,50,56,59,35,49,33,48,25,24,22,28,62,42,28,9,17,26,31,39,43,31,15,31,35,26,30,44,40,37,30,37,33,25,20,28,36,64,71,92,59,56,26
,Grenada,12.1165,-61.679,16,21,34,40,24,55,66,34,26,54,45,42,64,56,70,75,28,31,28,23,34,27,13,33,51,76,30,14,17,65,37,27,33,31,17,14,27,45,19,41,47,36,54,62,61,40,13,21,19,64,72,39,18,14,30,71,13,18,16,23,11,17,28,31,33,15,10,13,21,18,24,16,18,15,45,90,52,15,11,13,28,69,28,14,12,16
,Mozambique,-18.665695,35.529562,39,28,36,48,66,38,61,28,21,67,92,84,94,92,97,98,97,92,95,99,95,36,16,38,43,7,11,66,72,33,38,72,69,76,56,19,28,56,49,77,84,96,99,91,79,56,18,10,11,22,32,28,19,62,99,79,49,15,11,81,96,42,33,36,15,33,82,60,59,47,56,10,3,7,6,48,37,71,9,7,6,10,31,4,8,6
,Syria,34.802075,38.99681500000001,6,23,56,60,67,8,7,33,46,28,3,5,6,0,1,30,16,11,51,49,90,30,22,84,6,3,4,2,12,10,26,18,2,5,6,4,3,77,41,3,10,5,44,37,9,6,73,45,14,81,4,22,50,9,5,5,1,2,2,12,81,4,5,1,2,4,26,3,1,3,4,7,60,86,5,3,26,92,16,15,15,2,2,1,5,3
,Timor-Leste,-8.874217,125.727539,90,87,86,83,74,73,39,71,26,25,66,59,53,54,69,81,80,83,66,49,28,42,49,55,66,73,48,48,55,57,77,78,83,81,30,56,56,84,77,89,93,90,71,72,74,60,46,68,73,82,81,84,62,56,42,43,63,57,54,75,69,60,62,73,83,85,90,92,95,91,86,80,34,19,35,61,56,17,18,52,92,51,19,28,47,73
,Belize,13.1939,-59.5432,9,24,20,6,26,55,39,10,28,52,24,45,71,54,64,34,23,20,37,10,36,35,69,59,31,18,23,9,34,15,11,33,25,19,21,13,23,23,16,17,37,47,60,38,25,20,12,11,30,56,56,17,19,22,33,16,20,10,15,17,18,24,26,35,16,9,15,11,9,19,27,11,33,20,77,56,10,10,12,15,49,48,28,11,9,15
Recovered,Canada,0.0,0.0,43,84,62,15,8,34,82,48,54,89,75,26,13,39,62,79,75,39,43,45,81,81,52,20,22,76,45,85,56,38,10,10,8,16,23,45,32,74,77,69,94,75,75,49,25,33,31,35,19,52,89,87,82,56,42,59,44,72,88,54,82,71,17,8,15,14,97,66,32,17,40,16,81,98,97,88,57,93,80,20,15,57,97,99,92,13
,Laos,19.85627,102.495496,10,15,0,14,7,3,8,3,5,3,5,7,6,0,1,6,4,6,0,6,9,2,3,7,15,5,7,7,15,10,19,9,5,5,8,22,12,5,19,32,17,5,12,7,3,3,3,4,12,12,7,6,4,7,3,6,5,4,5,3,7,11,45,69,59,13,3,4,7,5,11,7,4,8,14,25,13,17,12,3,24,9,18,31,67,14
,Libya,26.3351,17.228331,17,6,2,8,5,0,5,1,1,2,2,6,23,70,3,5,5,3,0,1,3,1,1,1,1,2,5,1,6,5,5,5,2,4,5,3,2,2,2,2,3,0,2,1,2,1,3,3,9,2,2,3,3,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,68,5,0,0,0,0,0,0,3,1,4,2,1,1,11,1
,West Bank and Gaza,31.9522,35.2332,13,63,36,70,83,0,23,80,99,93,10,13,45,6,4,7,71,90,82,87,82,42,51,85,7,4,5,8,69,16,64,41,61,7,16,8,3,93,95,75,64,56,52,6,5,4,46,13,25,79,51,50,71,19,56,70,23,2,1,71,80,10,4,1,0,72,17,3,1,3,5,54,98,98,10,2,81,82,53,95,90,9,1,3,6,2
,Guinea-Bissau,11.8037,-15.1804,3,4,3,7,4,0,0,2,0,5,5,7,3,0,1,3,5,3,1,3,5,3,7,12,3,3,5,4,10,7,6,4,4,5,5,5,2,4,2,3,4,3,5,5,5,4,5,5,8,2,5,8,11,14,4,6,4,5,6,4,5,5,3,1,4,4,3,8,8,2,7,6,1,2,2,0,3,2,2,2,3,4,5,4,7,5
,Mali,17.570692,-3.996166000000001,1,1,2,4,3,0,1,2,1,4,1,1,2,0,3,3,3,2,0,1,4,3,5,5,3,2,5,3,8,5,5,3,3,3,5,6,2,4,3,1,8,4,4,5,5,4,3,5,5,2,4,5,7,5,4,6,5,1,1,2,1,1,0,1,2,1,1,3,5,0,6,2,1,1,2,0,2,1,2,2,5,1,4,3,3,1
,Saint Kitts and Nevis,17.357822,-62.782998,70,53,51,17,28,19,30,34,42,42,27,39,77,70,96,89,26,36,37,75,62,61,28,65,56,34,76,66,13,24,16,11,12,14,15,20,38,25,27,31,46,55,36,52,45,69,72,73,46,20,27,17,24,33,19,15,14,49,9,8,28,10,9,22,16,13,19,28,8,13,22,24,27,35,56,38,21,24,31,41,65,77,97,57,83,28
Northwest Territories,Canada,64.8255,-124.8457,5,7,17,22,20,14,9,9,12,11,15,15,10,8,2,20,25,13,8,8,9,10,12,25,21,16,10,7,8,11,7,8,5,7,6,5,6,6,10,7,14,11,9,9,16,12,10,8,8,7,4,6,12,11,11,25,18,9,21,22,9,6,15,20,12,15,6,5,11,16,17,28,15,12,12,17,16,22,7,15,49,31,25,7,21,36
Yukon,Canada,64.2823,-135.0,8,10,13,14,14,15,6,6,6,7,7,7,6,6,4,11,11,10,7,11,7,12,14,16,22,15,20,19,20,22,17,18,8,7,9,12,10,12,10,15,9,12,8,17,10,9,7,7,10,8,19,25,31,27,18,32,14,21,19,12,11,27,28,16,14,15,7,14,18,21,20,20,13,14,9,3,10,8,13,10,34,20,25,17,26,53
,Kosovo,42.602636,20.902977,6,10,0,6,31,1,7,1,0,2,6,21,3,0,1,2,2,3,7,3,4,1,3,1,8,28,82,34,83,26,5,7,4,6,78,76,8,5,5,4,13,49,28,7,72,15,3,5,6,3,76,8,8,2,2,3,10,66,80,1,2,26,71,92,5,33,83,95,17,52,6,3,2,25,52,1,1,1,1,0,1,20,61,62,43,27
