Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20
Saskatchewan,Canada,52.9399,-106.4509,-10,-8,-9,-12,-11,-13,-26,-27,-21,-32,-27,-19,-30,-33,-37,-39,-25,-21,-29,-25,-9,-13,-10,-10,-7,-7,-11,-7,-8,-8,-11,-8,-5,-24,-25,-16,-22,-20,-13,-15,-13,-9,-33,-34,-13,-27,-23,-20,-31,-34,-16,-9,-9,-9,-16,-20,-17,-14,-11,-8,-14,-11,-13,-8,-9,-6,-10,-18,-24,-18,-9,-11,-20,-21,-15,-19,-15,-24,-21,-22,-18,-12,-10,-5,-13,-15
,Central African Republic,6.6111,20.9394,19,18,17,19,19,19,20,22,20,16,15,14,15,17,18,17,19,18,18,17,17,15,14,15,16,15,17,17,16,18,16,16,17,18,18,18,22,21,22,21,19,16,16,18,19,19,21,23,20,23,20,22,21,19,20,22,19,20,24,24,21,20,20,20,22,22,22,22,25,24,24,20,19,23,22,23,22,23,23,21,20,22,24,20,22,21
,Chad,15.4542,18.7322,11,9,11,11,11,14,14,14,14,16,17,16,17,16,15,14,14,14,13,13,13,13,12,12,13,10,12,14,13,14,12,12,11,14,16,16,16,16,16,16,13,13,13,12,12,16,16,15,15,15,15,17,17,16,13,14,15,19,23,22,21,20,22,23,23,25,24,25,23,23,17,15,15,15,15,17,21,21,20,23,22,21,23,24,24,27
,Chile,-35.6751,-71.543,12,10,13,12,9,7,11,9,9,7,8,10,10,12,8,7,12,12,15,12,12,13,13,14,11,14,14,14,10,11,11,13,12,7,9,7,7,6,8,12,12,13,11,8,6,8,8,11,7,9,8,10,10,9,8,7,8,10,10,11,12,11,10,10,10,10,10,9,10,10,11,11,11,9,6,6,8,7,6,6,8,7,7,8,8,10
Anhui,China,31.8257,117.2264,3,4,6,6,8,4,1,1,3,3,0,0,0,0,0,0,0,0,0,2,3,5,5,2,2,1,0,0,0,-1,0,3,3,2,2,3,3,2,0,2,7,4,8,11,2,-4,-3,-1,4,2,4,3,5,13,14,8,4,7,6,6,4,3,4,3,6,6,9,9,7,5,9,8,3,4,9,9,10,12,8,12,15,9,10,14,17,7
Beijing,China,40.1824,116.4142,-11,-8,-5,-6,-2,-1,-4,-7,-7,-8,-6,-8,-9,-10,-8,-7,-6,-5,-5,-7,-6,-4,-5,-7,-6,-2,-2,-2,-4,-5,-4,-1,-8,-7,-9,-7,-9,-7,-6,-3,-3,-1,0,0,-4,-3,-3,-3,-1,-2,-2,0,-4,0,4,-1,0,-2,0,0,-2,0,-2,-5,-1,1,2,5,1,-1,2,0,4,8,0,4,5,8,4,8,3,7,6,10,5,2
Chongqing,China,30.0572,107.874,4,8,7,7,8,7,7,7,6,5,1,2,5,6,5,3,5,6,4,7,7,8,7,6,6,2,3,3,2,5,6,6,6,1,2,7,3,7,8,9,6,6,7,9,5,4,1,4,6,4,7,5,8,9,8,9,12,12,8,10,10,8,8,5,7,7,9,12,8,10,9,12,10,10,12,11,9,12,11,15,15,14,14,15,16,17
Fujian,China,26.0789,117.9874,5,7,10,12,9,11,6,5,7,9,4,3,4,7,6,4,4,5,3,5,7,11,13,12,9,2,2,0,-1,-1,0,1,4,6,7,4,7,5,4,2,7,12,12,10,13,2,0,-1,0,3,5,8,8,8,11,12,13,10,13,14,10,10,11,7,6,11,14,14,11,6,9,11,11,5,7,10,11,13,12,12,16,16,13,12,16,15
Gansu,China,37.8099,101.0583,-17,-16,-17,-15,-18,-19,-18,-16,-16,-21,-20,-20,-15,-14,-18,-22,-20,-21,-20,-19,-19,-19,-19,-21,-25,-25,-23,-25,-25,-25,-20,-27,-26,-23,-22,-23,-20,-21,-21,-20,-21,-19,-13,-23,-27,-21,-21,-20,-19,-21,-17,-17,-15,-15,-16,-15,-12,-17,-15,-14,-17,-16,-20,-17,-18,-15,-13,-16,-20,-20,-19,-23,-19,-14,-15,-17,-15,-16,-16,-12,-14,-14,-9,-10,-12,-9
Guangdong,China,23.3417,113.4244,13,12,13,13,17,17,14,13,15,16,9,9,12,10,15,8,10,10,9,12,13,16,17,14,8,5,5,5,4,3,6,10,13,11,12,13,14,9,9,7,14,15,16,17,19,7,5,5,6,10,11,13,15,14,16,17,18,16,17,18,17,17,15,12,16,17,19,20,14,14,15,19,15,13,16,17,18,18,18,20,20,20,20,19,20,21
Guangxi,China,23.8298,108.7881,15,16,14,13,16,16,13,16,17,7,5,8,10,8,9,5,6,6,8,9,15,16,14,7,4,2,3,5,4,4,9,10,8,8,9,10,9,8,7,7,12,16,16,17,17,4,6,5,8,12,13,11,13,14,15,15,17,18,18,18,14,14,9,9,12,17,19,19,13,13,14,16,13,15,14,14,12,14,16,19,19,20,19,20,19,21
Guizhou,China,26.8154,106.8748,7,3,3,9,12,2,8,5,3,0,-1,1,1,0,0,0,0,0,3,6,5,4,3,0,-1,-2,-2,-2,-1,3,3,3,2,1,2,3,2,1,1,3,6,7,8,9,4,-1,0,0,2,4,4,5,8,10,10,12,13,13,10,9,7,4,3,3,8,8,11,9,4,6,7,8,6,8,8,7,6,7,8,14,12,12,12,14,15,13
Hainan,China,19.1959,109.7453,14,14,14,14,13,15,14,13,14,14,13,12,12,13,12,14,13,14,14,12,14,13,15,15,11,10,9,8,6,7,9,10,12,13,13,13,14,14,12,11,12,13,16,18,18,12,9,10,11,13,13,13,11,14,13,14,15,14,15,15,16,16,15,14,15,16,17,19,18,15,17,18,18,16,17,17,16,16,17,17,17,17,16,17,17,18
Hebei,China,39.549,116.1306,-12,-9,-7,-7,-2,-1,-6,-8,-7,-6,-8,-8,-10,-10,-8,-7,-8,-6,-4,-8,-7,-6,-5,-8,-7,-3,-2,-2,-5,-6,-3,-1,-7,-5,-9,-6,-7,-8,-6,-4,-4,-2,-1,0,-6,-4,-5,-5,-3,-3,-1,-2,-4,0,3,-1,0,-3,0,0,-3,0,-3,-5,-1,0,1,4,0,-2,2,0,1,4,0,4,6,7,6,9,2,6,5,11,5,0
Heilongjiang,China,47.862,127.7615,-26,-27,-25,-24,-22,-11,-17,-19,-17,-19,-24,-21,-23,-23,-23,-27,-23,-17,-20,-21,-20,-22,-23,-26,-25,-20,-18,-17,-19,-23,-22,-22,-27,-27,-29,-28,-28,-27,-19,-21,-15,-4,-10,-19,-22,-20,-21,-21,-16,-17,-17,-13,-20,-10,-15,-14,-15,-14,-9,-13,-10,-11,-8,-15,-15,-8,-7,-11,-15,-12,-7,-16,-15,-9,-13,-11,-5,-4,-8,-6,-7,-8,-10,-3,0,-8
Henan,China,33.882,113.614,0,1,-1,4,0,0,-3,0,0,1,-4,-1,-2,-2,-1,-5,-2,0,0,-1,-1,0,3,0,1,-2,-3,-1,-2,-3,1,1,0,-1,0,0,-2,-2,0,4,3,3,6,7,0,-3,-2,-3,1,0,7,1,2,8,4,5,5,0,0,2,5,0,0,0,3,5,6,10,3,2,7,7,2,5,10,9,9,10,6,13,12,10,9,15,13,7
Hong Kong,China,22.3,114.2,16,16,17,17,18,18,19,17,17,18,13,15,16,17,17,14,14,16,13,16,17,19,19,18,14,10,9,10,11,12,14,16,17,15,16,16,17,14,13,13,16,18,18,19,19,11,9,11,14,16,16,16,17,18,18,19,19,18,19,19,19,17,18,15,17,19,20,20,19,18,18,20,18,18,19,19,20,19,20,20,21,21,21,20,21,21
Hubei,China,30.9756,112.2707,0,4,0,5,3,2,2,1,1,1,-1,2,2,2,0,-3,-1,0,1,4,4,3,5,2,2,0,-1,0,1,1,3,5,5,1,3,2,0,0,1,4,4,7,7,12,2,0,0,0,3,2,9,4,6,10,13,10,8,3,4,6,5,2,3,3,7,6,9,11,5,6,8,9,5,6,12,9,8,12,9,14,16,13,14,15,17,7
Hunan,China,27.6104,111.7088,4,3,4,5,7,4,2,3,2,1,-1,0,3,3,0,0,1,0,3,4,5,4,4,2,1,0,-2,0,1,1,5,5,5,3,5,7,2,3,3,5,7,8,11,13,4,0,0,3,6,4,9,6,7,11,14,13,11,9,7,8,7,6,5,5,8,10,10,11,7,8,10,11,8,7,13,11,9,12,13,18,18,14,15,16,17,10
Inner Mongolia,China,44.0935,113.9448,-22,-20,-19,-18,-16,-19,-20,-21,-19,-23,-24,-23,-21,-21,-23,-21,-14,-16,-18,-11,-16,-18,-20,-18,-18,-17,-14,-16,-18,-17,-22,-18,-22,-28,-28,-24,-22,-20,-14,-10,-5,-10,-10,-14,-17,-20,-17,-16,-16,-14,-12,-15,-9,-9,-8,-15,-10,-15,-9,-11,-9,-16,-18,-13,-10,-12,-2,-13,-15,-9,-11,-12,-9,-6,-1,-6,0,-8,-2,-2,-3,-3,1,6,-7,-7
Jiangsu,China,32.9711,119.455,3,6,4,4,8,7,0,1,4,2,-1,1,0,-2,0,0,0,0,0,0,4,4,3,2,3,1,0,0,-1,-3,-1,1,2,0,0,0,2,3,0,3,6,5,4,10,4,-3,-3,-3,0,0,4,4,1,8,11,4,1,5,5,6,1,2,4,0,1,6,5,9,6,4,5,8,1,4,5,7,9,11,6,12,11,5,5,11,15,7
Jiangxi,China,27.614,115.7221,8,8,8,8,12,17,3,3,5,4,2,0,4,5,4,2,2,2,1,5,8,8,8,6,5,2,2,0,0,0,2,7,7,6,5,9,6,5,4,3,6,11,12,14,14,1,0,0,2,3,8,8,7,12,17,16,11,11,10,10,6,9,7,6,8,11,13,16,9,6,10,11,10,6,10,12,10,12,12,18,20,17,15,16,22,18
Jilin,China,43.6661,126.1923,-20,-17,-15,-17,-13,-7,-11,-15,-17,-18,-21,-17,-22,-22,-19,-21,-17,-10,-14,-17,-7,-10,-19,-19,-21,-17,-14,-17,-21,-23,-18,-20,-20,-23,-29,-28,-17,-23,-19,-19,-10,0,-1,-12,-14,-13,-20,-19,-12,-12,-6,-7,-10,-9,-10,-12,-13,-10,-9,-11,-10,-12,-6,-12,-8,-1,-1,-3,-8,-8,-3,-12,-5,-7,-11,-3,-1,-1,-4,-2,-3,-2,-4,4,5,-6
Liaoning,China,41.2956,122.6085,-19,-15,-15,-16,-8,-8,-10,-13,-12,-14,-15,-15,-17,-16,-15,-17,-15,-8,-10,-10,-3,-6,-12,-14,-17,-15,-8,-11,-13,-18,-13,-11,-14,-14,-17,-22,-10,-14,-12,-8,-3,3,2,-5,-9,-9,-12,-14,-8,-8,-1,-6,-5,-3,0,-5,-7,0,-2,-3,-6,-4,-4,-9,-1,2,-1,0,-4,-6,2,-7,-3,0,-9,-1,2,3,0,0,-3,2,0,12,7,-1
Macau,China,22.1667,113.55,17,17,17,18,19,19,19,18,18,18,13,16,17,18,18,13,14,16,14,16,17,18,19,19,12,10,9,10,12,13,15,16,16,14,15,16,17,16,14,15,16,17,18,18,19,11,9,12,14,14,16,15,17,17,18,18,19,18,18,19,20,18,19,15,17,18,20,20,19,18,18,20,18,19,18,19,19,20,19,20,21,21,21,21,21,21
Ningxia,China,37.2692,106.1655,-8,-8,-4,-4,-7,-6,-6,-7,-7,-10,-9,-12,-8,-6,-9,-11,-7,-8,-10,-6,-8,-8,-6,-7,-6,-6,-8,-9,-8,-7,-5,-9,-7,-8,-6,-7,-6,-6,-7,-3,-3,-2,-3,-8,-16,-15,-11,-8,-4,-4,-4,-5,0,2,-2,1,2,0,1,-2,0,-6,-4,2,3,0,2,-4,-6,-2,0,-1,-5,-2,2,0,2,0,3,10,5,9,3,8,1,0
Qinghai,China,35.7452,95.9956,-22,-25,-22,-22,-23,-27,-22,-19,-21,-31,-26,-24,-18,-16,-22,-19,-17,-20,-22,-24,-24,-24,-26,-28,-27,-26,-27,-29,-26,-21,-27,-30,-31,-30,-26,-23,-25,-22,-26,-26,-28,-27,-23,-22,-27,-25,-22,-23,-21,-21,-25,-25,-18,-20,-23,-18,-16,-24,-21,-17,-17,-21,-25,-23,-25,-20,-17,-21,-24,-22,-22,-22,-17,-11,-22,-21,-23,-23,-15,-20,-23,-22,-18,-12,-12,-10
Shaanxi,China,35.1917,108.8701,-6,-3,-3,-1,-3,-2,-6,-3,-2,-6,-5,-5,-9,-5,-4,-7,-5,-7,-6,-4,-3,-2,-1,-3,-2,-4,-6,-6,-5,-3,0,-3,-6,-4,-4,-2,-3,-3,-3,-1,0,0,0,-1,-9,-9,-7,-4,-1,1,-3,-3,-2,2,2,2,2,0,0,1,0,0,-1,-1,1,0,4,3,-2,0,3,3,-1,0,6,4,4,3,7,9,8,6,7,8,5,2
Shandong,China,36.3427,118.1498,-5,-4,-2,0,0,0,-8,-6,-4,-5,-8,-6,-9,-9,-4,-7,-6,-4,-4,-4,-2,-1,-2,-3,-3,-3,-4,-5,-6,-5,-2,-2,-6,-2,-9,-6,-4,-3,-3,0,2,1,4,7,-6,-10,-8,-5,-1,-1,2,-2,-1,4,4,0,-3,-1,0,1,-2,0,-4,-6,0,2,1,3,0,-1,7,1,-1,2,0,6,6,4,5,10,5,5,7,9,9,1
Shanghai,China,31.202,121.4491,6,7,8,8,12,13,3,4,6,6,2,1,2,1,5,4,1,2,1,2,7,7,7,7,7,6,2,2,1,0,0,3,6,5,3,4,4,4,1,2,7,9,7,10,12,-2,0,0,1,4,6,6,4,10,14,8,5,7,7,8,6,6,7,4,3,9,7,11,8,4,9,11,7,6,8,10,11,12,6,11,16,9,8,13,16,10
Shanxi,China,37.5777,112.2922,-8,-6,-6,-2,-6,-2,-6,-5,-5,-6,-9,-10,-13,-11,-6,-10,-10,-9,-10,-7,-8,-7,-4,-6,-4,-3,-5,-6,-8,-7,-6,-5,-10,-7,-7,-6,-5,-6,-5,-5,-4,-3,-1,1,-8,-9,-8,-7,-5,-3,-2,-6,-4,1,0,0,1,0,0,0,-1,-2,-4,-4,0,-1,1,2,-2,-2,1,1,-1,0,3,3,4,2,5,7,4,5,9,10,6,0
Sichuan,China,30.6171,102.7103,-2,-3,-4,-3,-5,-4,-5,-4,-4,-6,-5,-4,-4,-2,-4,-6,-4,-9,-7,-4,-3,-5,-6,-9,-9,-9,-9,-8,-7,-8,-6,-6,-8,-6,-6,-7,-7,-6,-7,-5,-4,-3,-1,-2,-4,-9,-7,-7,-5,-3,-4,-2,-2,0,-1,-1,0,0,-1,1,-1,-3,-5,-5,-1,-1,0,0,-4,-4,-1,0,-2,-2,-1,-3,-1,0,0,2,2,1,2,3,5,4
Tianjin,China,39.3054,117.323,-13,-10,-8,-8,-1,-1,-4,-7,-6,-6,-6,-7,-10,-10,-8,-7,-7,-4,-5,-6,-4,-5,-5,-8,-8,-3,-2,-1,-7,-6,-6,-2,-8,-7,-9,-6,-7,-7,-6,-4,-3,0,2,0,-7,-6,-6,-6,-4,-4,1,-1,0,0,2,-2,0,0,0,0,-2,0,-4,-3,3,1,1,4,0,0,4,0,3,5,0,3,11,7,10,9,1,6,5,10,9,1
Tibet,China,31.6927,88.0924,-14,-16,-15,-18,-21,-15,-13,-12,-19,-23,-19,-14,-11,-12,-15,-10,-14,-17,-20,-18,-16,-18,-24,-23,-20,-21,-19,-20,-19,-21,-22,-20,-26,-26,-21,-24,-21,-21,-21,-24,-22,-17,-14,-12,-13,-14,-12,-16,-15,-13,-15,-11,-16,-16,-18,-14,-18,-21,-17,-16,-11,-17,-14,-17,-14,-14,-16,-16,-16,-15,-12,-16,-12,-13,-15,-17,-17,-11,-13,-15,-16,-10,-16,-11,-13,-12
Xinjiang,China,41.1129,85.2401,-11,-13,-12,-10,-11,-11,-9,-10,-13,-11,-10,-8,-7,-7,-8,-7,-5,-5,-8,-8,-9,-6,-8,-9,-10,-10,-10,-10,-9,-8,-9,-10,-10,-9,-9,-9,-7,-8,-8,-7,-8,-6,-3,-1,-2,-6,-4,-7,-4,-6,-6,-5,-5,-1,0,-1,-1,3,1,0,0,-1,0,0,0,2,4,-5,-4,-4,0,-1,-2,0,1,0,1,2,2,7,6,7,6,7,3,2
Yunnan,China,24.974,101.487,4,5,8,6,8,0,3,4,6,3,0,0,3,4,2,1,2,2,3,4,3,3,3,1,-1,-2,0,0,1,2,3,2,2,0,0,4,1,2,5,8,4,2,2,1,2,3,1,5,5,2,3,7,8,6,4,4,8,7,6,4,5,6,5,4,8,7,8,6,4,7,10,8,7,9,11,10,9,7,7,8,7,8,6,7,9,9
Zhejiang,China,29.1832,120.0934,3,6,7,7,10,11,4,0,5,5,3,-2,3,1,3,2,1,0,0,1,4,6,7,5,4,3,0,0,-2,-3,-2,0,4,4,2,2,2,3,0,0,7,9,10,10,13,0,-3,-3,-2,1,3,8,4,6,11,12,7,6,9,8,5,5,6,3,1,7,10,11,8,3,8,9,6,2,4,10,10,11,8,9,16,11,10,12,15,13
,Colombia,4.5709,-74.2973,10,11,10,10,10,9,9,8,8,8,8,10,10,9,9,9,11,11,11,11,12,11,10,10,11,12,11,10,10,10,10,10,11,10,9,8,8,9,11,11,10,9,10,10,11,11,11,10,10,11,11,12,12,11,11,12,12,11,11,11,11,11,11,12,10,11,11,11,11,11,11,12,12,12,11,12,11,11,11,11,10,9,10,11,11,12
,Congo (Brazzaville),-4.0383,21.7587,20,21,21,21,20,22,22,21,21,20,19,20,21,22,23,21,21,21,21,22,22,22,22,22,21,22,23,21,21,20,21,21,20,20,20,19,21,23,20,20,19,21,21,21,21,21,21,21,22,21,21,23,23,22,20,21,22,20,20,21,22,21,19,22,23,21,22,21,21,21,22,20,21,22,23,21,21,20,21,21,20,18,21,22,20,20
,Congo (Kinshasa),-4.0383,21.7587,20,21,21,21,20,22,22,21,21,20,19,20,21,22,23,21,21,21,21,22,22,22,22,22,21,22,23,21,21,20,21,21,20,20,20,19,21,23,20,20,19,21,21,21,21,21,21,21,22,21,21,23,23,22,20,21,22,20,20,21,22,21,19,22,23,21,22,21,21,21,22,20,21,22,23,21,21,20,21,21,20,18,21,22,20,20
,Costa Rica,9.7489,-83.7534,11,12,15,14,12,14,11,12,13,11,13,14,13,12,12,12,14,15,14,15,14,12,13,13,13,12,14,13,15,15,11,12,15,13,12,14,11,11,12,12,10,12,14,13,14,12,13,12,13,13,14,13,10,9,9,15,13,13,13,12,11,10,11,12,12,11,11,10,11,11,11,11,13,13,12,12,10,11,11,11,10,10,11,13,11,13
,Cote d'Ivoire,7.54,-5.5471,18,19,18,17,16,18,20,21,20,21,21,22,22,20,21,19,21,21,20,22,22,22,21,19,18,19,21,20,18,17,19,17,18,16,16,17,17,18,18,23,22,22,19,18,17,17,17,22,23,23,23,23,23,23,22,20,20,22,22,21,24,24,23,24,22,23,23,22,22,23,24,24,24,24,24,25,23,24,24,25,23,21,22,20,21,22
,Croatia,45.1,15.2,-3,-1,-1,-2,-5,-4,-3,-1,0,-1,-2,-3,0,0,0,-1,-2,-3,-3,-3,-2,-1,-2,1,1,0,0,0,-1,2,5,6,6,6,-1,-4,-3,-3,-1,3,6,0,0,2,0,0,4,3,0,-2,-1,-1,2,5,3,4,-2,0,-2,3,3,4,-1,-2,2,0,-1,-2,0,3,3,5,2,-1,-2,0,4,3,4,4,-1,-7,-7,-6,-5,0
,Diamond Princess,0.0,0.0,25,26,27,26,27,26,25,27,26,26,27,26,26,26,26,26,25,26,26,25,25,25,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,25,26,26,27,27,27,27,27,27,26,27,27,27,27,27,27,27,26,26,26,27,27,27,27,27,27,26,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,26,26,27,27
,Cuba,22.0,-80.0,17,17,17,16,18,13,13,14,16,18,18,18,18,18,16,16,16,16,16,16,16,9,10,13,13,14,14,15,16,17,17,17,16,11,13,16,17,19,17,17,18,18,18,17,17,17,15,16,18,18,18,16,16,15,14,16,18,17,15,13,11,12,15,17,18,17,16,14,13,14,15,15,16,17,17,16,16,17,17,17,16,16,16,16,16,16
,Cyprus,35.1264,33.4299,8,10,6,8,8,10,7,8,7,5,6,9,8,9,10,9,8,7,6,6,5,3,7,2,3,6,8,7,6,10,5,5,5,6,9,13,8,7,2,0,0,7,10,6,9,8,7,6,10,9,8,5,6,9,9,7,7,10,10,7,6,7,7,9,10,10,8,9,10,7,11,15,13,10,10,9,5,3,3,6,6,5,6,9,9,13
,Czechia,49.8175,15.473,-4,-4,1,-1,-4,-4,-1,2,0,2,-2,0,-1,-1,0,0,0,0,-1,-6,-6,-1,-4,-5,-3,-1,0,0,0,1,7,4,6,3,0,-3,0,-3,-2,2,2,0,0,3,0,1,5,4,2,0,2,0,7,1,4,3,0,0,-2,2,3,5,0,-1,3,2,-1,0,0,5,7,4,1,-3,-1,1,2,4,5,1,-3,-6,-6,-6,-4,0
Faroe Islands,Denmark,61.8926,-6.9118,4,0,-1,4,5,3,0,2,3,3,1,2,3,2,3,3,1,3,7,3,4,3,2,2,4,1,1,1,1,1,0,0,1,1,3,5,5,2,1,1,1,0,-1,-1,3,1,2,2,1,1,2,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,2,0,1,2,0,-1,0,-1,0,1,2,0,-1,3,1,4,2,2,3,3
Greenland,Denmark,71.7069,-42.6043,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-37,-34,-37,-35,-34,-39,-37,-32,-37,-42,-37,-31,-32,-34,-33,-33,-40,-39,-42,-40,-37,-40,-30,-34,-39,-40,-41,-49,-50,-44,-52,-49,-48,-52,-53,-41,-33,-28,-38,-41,-37,-34,-43,-40,-33,-43,-43,-43,-46,-53,-46,-41,-48,-42,-32,-41,-48,-40,-52,-38,-43
,Denmark,56.2639,9.5018,3,4,3,-1,5,4,5,3,4,0,6,3,4,6,5,4,4,3,3,5,4,2,5,3,4,4,4,2,3,6,7,4,1,2,-1,4,3,0,4,5,2,2,2,2,2,7,4,4,3,2,3,5,3,2,2,0,-2,0,1,2,2,3,0,0,0,-2,3,3,3,4,5,3,-2,3,5,2,6,1,1,-2,-1,-1,-1,0,-1,-2
,Djibouti,11.8251,42.5903,16,16,16,16,15,17,16,16,15,16,15,16,14,15,14,13,13,14,14,14,14,16,15,16,16,15,15,15,14,14,14,15,15,14,15,15,15,15,15,15,16,16,15,15,14,15,15,16,16,15,16,16,16,15,15,15,15,15,16,16,15,16,15,16,16,16,16,16,16,17,16,16,16,16,17,18,18,18,18,19,19,19,18,19,17,17
,Dominican Republic,18.7357,-70.1627,17,17,16,17,16,16,16,16,17,16,16,16,16,15,16,16,14,16,15,16,16,15,16,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,17,16,16,16,15,16,16,15,15,16,16,17,16,16,16,16,17,16,16,16,16,15,15,15,15,15,16,15,15,14,15,16,16,15,14,16,16,15,16
,Ecuador,-1.8312,-78.1834,16,16,15,13,14,14,14,14,12,16,14,15,16,14,14,14,15,15,15,15,15,15,14,16,16,15,14,14,15,15,15,15,16,15,14,13,13,14,14,15,15,14,15,14,15,15,15,16,15,15,13,15,16,15,15,16,15,15,16,15,15,16,15,15,15,16,14,14,15,15,15,14,14,15,15,16,16,15,16,13,13,14,16,14,13,15
,Egypt,26.0,30.0,5,2,2,2,3,4,2,2,2,4,4,5,6,8,7,6,5,4,3,4,3,2,2,3,1,2,4,5,4,5,4,4,5,5,5,9,8,4,4,2,2,3,5,8,8,10,8,9,7,5,5,6,5,5,5,4,7,8,9,8,6,6,7,14,12,8,8,12,11,13,17,9,11,10,11,12,7,7,8,8,6,14,17,13,13,20
,El Salvador,13.7942,-88.8965,17,18,17,18,18,16,16,17,17,17,18,19,17,18,18,17,18,18,18,18,18,16,15,17,16,17,17,17,16,17,18,17,19,16,17,17,17,17,19,17,17,18,18,17,17,18,17,17,17,18,19,19,17,16,16,17,17,18,16,17,16,17,18,17,16,18,18,17,17,18,17,16,18,19,18,18,17,18,18,18,18,18,18,18,18,19
,Equatorial Guinea,1.5,10.0,20,21,21,21,21,21,20,20,19,19,19,20,21,21,21,21,19,19,20,20,20,20,20,19,19,21,21,21,21,22,21,21,21,20,20,20,20,21,21,20,20,21,20,20,20,21,22,20,20,21,21,21,22,21,21,21,20,21,22,21,21,21,22,21,22,21,20,19,21,22,21,21,21,21,21,21,22,21,21,19,21,21,20,19,19,20
,Eritrea,15.1794,39.7823,25,25,25,25,23,24,25,23,23,21,21,22,22,22,24,23,24,24,24,22,22,22,21,21,21,21,21,23,23,23,24,22,22,23,24,23,24,24,24,22,22,21,22,23,24,24,24,24,24,23,22,22,23,23,24,22,22,22,22,23,22,23,23,23,22,22,23,23,24,24,25,27,25,24,23,22,23,23,22,23,23,22,22,22,23,24
,Estonia,58.5953,25.0136,1,2,1,-1,-3,1,2,1,1,-4,0,0,1,2,5,2,0,3,0,3,1,-2,1,1,-1,3,1,0,1,0,1,3,1,-4,-6,-2,-5,-1,0,2,2,1,1,0,-1,1,4,4,2,0,0,2,2,0,-3,0,-1,-4,-10,0,0,0,1,1,0,0,-2,0,1,2,2,1,-3,-5,1,-4,2,1,0,-4,-4,-5,-2,1,2,-1
,Eswatini,-26.5225,31.4659,20,20,19,19,22,21,19,21,20,18,17,20,19,18,18,20,20,20,17,15,17,19,18,19,17,20,17,16,18,17,16,19,16,18,18,20,20,20,20,19,18,16,14,17,18,19,17,21,19,20,21,20,20,15,15,12,15,20,16,15,15,15,14,13,13,16,15,17,15,16,18,19,18,19,20,16,15,15,15,17,19,17,16,18,18,18
,Ethiopia,9.145,40.4897,17,16,16,16,17,17,17,16,16,18,15,15,15,14,13,11,11,11,13,13,14,15,16,15,16,16,16,15,16,15,16,17,16,16,15,16,17,16,15,16,16,16,15,16,14,16,17,18,18,20,17,19,17,16,15,17,17,16,17,16,16,16,17,18,20,19,17,18,18,18,16,16,18,19,18,18,19,18,18,19,18,17,18,18,17,16
,Fiji,-17.7134,178.065,18,18,18,19,20,21,22,23,22,22,22,22,22,22,22,23,23,21,20,20,18,17,20,20,20,20,19,20,21,21,22,22,21,22,20,22,22,22,22,23,22,22,22,23,22,21,20,21,19,18,18,20,19,18,18,21,21,21,21,19,21,22,19,21,21,21,20,22,21,22,21,21,22,22,23,23,22,21,21,21,21,21,20,20,21,20
,Finland,64.0,26.0,2,2,-1,-8,-5,-1,1,0,-2,-3,0,-2,-1,0,0,0,0,0,-4,2,-2,-6,-1,-3,-6,-13,-9,-5,-4,-5,-7,-3,-7,-11,-10,-11,-13,-5,0,1,1,0,0,-3,-4,0,2,1,0,-8,-5,0,0,-1,-7,-10,-12,-14,-14,-9,-8,-9,-8,-3,-3,-4,-6,1,1,0,0,-1,-8,-9,0,-3,0,-3,-9,-8,-10,-2,0,1,-1,0
